label,review
1.0,Great movie with amazing effects. I absolutely love Johnny Depp as a ?? hatter and i would recommend watching it.
1.0,Amazing film. Could not miss a bit. Well done to Tim Burton and James Robin for making an iconic film and Johnny Depp for bringing such a unique character to life. Well done to Mia Wasikowksa for her amazing work playing Alice in such a tricky situlation.
1.0,"I feel as if I'm in the minority, but I loved this just as much as the first one."
1.0,amazing movie and effects
0.0,annoyingly terrible. don't waste your time. I promise you aren't missing anything.
0.0,Lasted 45 Minutes.... boring!
1.0,love this film. Brilliant sequel and fun for the whole family. X
0.0,"Please no more Johnny Depp !!! So tired of his lame character he seems to play in all his movies. Spineless jellyfish , got tired of him after Edward scissor hands ... Hollywood enough with this looser ."
0.0,This is a big waste of time to watch and a big waste of resources to create this awful piece of sh!t.
1.0,Graphics were awesome. Storyline was good and superbly magical experience in 3D. Loved it!!
0.0,Worst movie I've ever seen
1.0,I really enjoyed the movie and hope that Johnny Depp can make another one. he is perfect for Alice in Wonderland movies.
1.0,"Loved the movie- the sentimentality of it, the music, the characters- everything was amazing!"
0.0,"So much care was given to make it a spectacle, and the story was an impossible obstacle. The result was too easy. Too easy to have so much mean so little."
1.0,I thought this one was better than the first movie. I can't wait till it comes out on DVD ?~
1.0,"Stunning visuals, an intriguing plot, and even more of our badass heroine Alice Kingsleigh, Alice manages to please, delight, bewitch, entrance, and make you emotional all at the same time. By far the most enchanting movie of the year, possibly the last five."
1.0,Me and my family enjoyed it from beginning to end
0.0,This movie was just plain bad. Even amazing actors like Johnny Depp and Anne Hathaway did poorly
1.0,we enjoy watched and too fun
0.0,It's a massive disappointment don't watch it
1.0,Most Amazing Movie of 2016!!!!! Phenomenal!!!!!!!!!!!
1.0,"Awesome movie, if you haven't seen it yet, go check it out!"
0.0,A plain unfun movie from start to finish. Terrible plot that completely destroys the good performance of Sacha Baron Cohen as Time. Johnny Depp is horribly underused and the film just overall lacks the effort of the first movie
0.0,horrible... Disney ruined when Tim didn't direct. what happened to the mad hatter did? and time was an idiot! what a way to destroy an amazing first movie! !
0.0,Astonishingly unabsorbing.
1.0,I loved this film Baron Sasha Cohen was brilliant! full of adventure and spunk! the critics just don't know how to have fun!
1.0,"I d¨ªa love it, i think they did a great job Alice Through The Looking Glass is amazing!!! And some people hate it beacause they didn't understand the fact that Alice is AMAZING i recommended it to everyone who is into Fantasy, Drama, Family love movies"
1.0,OMG best Alice in Wonderland movie ever I loved it I hope they come out with another one
1.0,great show best in milions
0.0,This movie was boringh
0.0,"Other than Mia Wasikowska, Anne Hathaway, and shockingly Sacha Baron Cohen, this was one big mess."
1.0,A lovely second movie to compliment the first. I liked that they gave insights as to why the red queen is the way she is. it was very creative.
0.0,What did I just watch
1.0,I loved this! Better than the first!
0.0,What a load of rubbish
1.0,??¡è??¡è??¡è??¡è??¡è??¡è??¡è??¡è??¡è??¡è
1.0,Very enjoyable movie loved all the characters!! Johnny Depp was great as the Mad Hatter!!
1.0,New adventures awakes Alice in Wonderland and helping her best-friend is where it starts. There is nothing she can't do with trust in herself and belief in her friends. Anything is possible!
1.0,really good tired of all these dam critics not knowing what they are talking about. talking down a great movie that is very fun
1.0,"Quite surprised at the ratings so far. With great expectation, I went to see this film opening day. As I expected it was witty, wild and adventurous!! Fantastic example for alternate female representation in cinema.~"
1.0,i loved it! it was so good!
1.0,Much better than the first one. Lots of action.
1.0,I LOVED IT SO MUCH!!!!!!!!!!!!!!!????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
1.0,A great follow up to Alice in Wonderland!????
1.0,Mystical and fun. I enjoyed the special effects and appreciate being able to go to a movie and escape into the fantasy and magic of film. Adventure and suspense without the violence and blood. One of my favorite Summer 2016 movies.
1.0,"I loved the whimsy, and the movie was actually how I pictured the book for most of it."
0.0,I was not very interested in the movie and when I saw it I was right in thinking that and had some ok humor
1.0,so funny and explained so much
1.0,Just as great as the first! A good family film enjoyed by all ages.
1.0,Loved it! Not sure why so many people are knocking it? I also liked the first Alice movie (from 2010?).
1.0,What a great message
1.0,"Just wonderful pictures and wonderful actors. Was a pleasure, to see it in cinema."
1.0,Loved this movie it was great
1.0,Another great movie by Disney
1.0,Excellent movie I liked this one just as much as the 1st one. The ending had me in tears. lol. I enjoyed it alot.
1.0,I really enjoyed this movie
1.0,I loved this sequel! Lots of funny parts and other parts had me in tears! A happy ending and I hope for a third!
1.0,Great movie good plot. Don't see why it bombed.
1.0,"visually improved , the story was spectacular . Very entertaining."
1.0,"I enjoyed it a lot. No actor was too over the top (not even Depp or Cohen!). Sets and costumes were great. Took my son to it for his birthday, he loved it too, it's just a great enjoyable film."
1.0,"I really liked the film ? I appreciated the character development and the plot of the movie. The first (2010) was good, but I enjoyed this even more. The time travel elements were interesting, too. One of the morals was reconciling with family, which I appreciated!"
1.0,Very stimulating! Exciting and adventurous! Great seeing a women do as she pleases and be the hero!
1.0,I really liked it. It kept my interest all the way thru the movie.
1.0,"The whole movie was visually stunning, moved quickly while giving each character enough info, and had a mind bending plot, in a good way."
1.0,I think the movie is too clever and very well made. I loved it! Sacha Baron Cohen was amazing - I laughed every time he appeared. Loved Johny Depp too. Shame it did poorly.
0.0,"It was very ""kid-like"" and the direction of Burton was greatly missed."
1.0,Thoroughly entertaining throughout. A great follow up.
1.0,I thought the story was good and the film visually beautiful. I totally disagree with the critics.
0.0,"Act 1: grade B. Good story set up. Tough female ship captain a surprise. Act 2: grade D. It all starts to fall apart as story grows complicated, confusing. Act 3: grade F. A mess. Depp, Cohen Bonham Carter did little for their paychecks. Overall: grade D+."
0.0,"A highly disappointing mess of a movie. All this movies achieves is proving how hard Tim Burton and Jonny Depp have fallen off in recent years. The visuals are disgusting, the story is weak and uninteresting, the acting is awkward, and the whole movie made me cringe for the entire runtime."
0.0,Boring...pointless and just not well conceived.
1.0,Worthy sequel. I know this website is unduly harsh sometimes so I feel like I need to add that this is really an enjoyable movie.
0.0,"Not comparable with its prequel, not interesting at all."
1.0,Definitely worth seeing in 3-D!
1.0,Better then the original <3 A fun story and beautiful visuals.
1.0,The film is visually stunning and well paced. The characters are your typical oddball characters from the first movie. You get to see Alice sailing the ship briefly in the beginning of the film. Its a fun adventure and definitely something I'd buy to watch over and over again with my family.
0.0,"It was god awful. Boring all the way through. Lacklaster, boredom, and almost fell asleep is what you will expect."
1.0,I thought it was fantastic in every respect. Seeing this movie makes me want to see the first one .
0.0,"Though the visuals were fantastic to see, the script and plot were horrible and hard to follow. Anne Hathaway was an utter disappointment and even some of the other A listers seemed to be bored."
1.0,"I really loved this movie. The characters were simple and so was the plot, but this is a movie made for children so it cannot be too complex. This movie made me smile and I know of others that it did too."
1.0,I loved it!!!! I would so see it again..... ????????????????????
1.0,Visually brilliant! Awesome movie!
0.0,"Beautiful, super shitty movie."
1.0,Found it very exciting. Loved all the special effects. I finally understand the story the way it was told. I think it is exciting for all audiences not just very young girls.
1.0,Awsome loved it!! Cant wait to buy it on blueray!!
0.0,"the story is pointless, the writing is terrible, and it's 99 pct CGI (including a horrible cgi rendering of a close-up of the hatter). There is nothing good about this movie at all. Not even Sacha Baron Cohen could save it."
1.0,This the best sequel ever of Alice in wonderland I like wen the Anna Hathaway save the Helen Bonham Carter I my going to have it on dvd It is the best ever. They did a great job with this movie.
1.0,I loved it I don't what everyone else's problem is but I'm a huge Tim burton and Alice fan and I loved it so shut up haters
1.0,Whoever rates this less then 5 stars does not know what makes an amazing movie. I hate how ppl give this low stars and almost had me not watch it.. Hands down one of the best movies I've ever seen.
1.0,I really enjoyed this movie I would highly recommend!
0.0,F*cking BOOOOOO!!!! This movie blew more balls than a lotto machine. Borefest snorefest.
1.0,Enjoyed the movie. The special effects spectacular.
1.0,"Loved it! One of the rare examples of a sequel being better than the original. I was so surprised this hasn't received better reviews. It has a fun plot line, is visually stunning, and delivers a beautiful message. A great family friendly summer movie!"
1.0,"When you love something you just can't see any mistakes. I love that movie and to me it's just perfect. But again, I am not objective, not even a little bit."
1.0,"This movie you should see on IMAX! Beautiful and amazing, the plot doesn't really matter, its visually perfect, loved it!"
1.0,Really liked it-great storyline and extension of original story. Can't understand all the negativity. Solid 4.5
1.0,"with the bad posts i was worried about seeing this but went anyway good thing it was fun, keep me watching it for the whole 2 hrs, really enjoyed it"
1.0,It was a very good movie I recommend it !!!!!!
0.0,"I have never seen a movie made as blatantly made to sell video games as this one. From the scene where Alice falls through the sky aiming for rings in the way down, the jumping on to clocks and other objects, right up to the boss battle. At least TMNT had it's video game before the movie came out."
0.0,scumbag critics give BvS same rating as this shitty movie. Fuck you rottentomatoes. Pieces of shit critics
1.0,I honestly didn't think I was going to like this movie. I ended up really enjoying it.
1.0,"Awesome...Good Job. Enjoyed it very much...makeup, costumes, acting and story line. Very pleased."
1.0,Enjoyed the story line; great graphics.
1.0,I loved this movie! I've watched it three times in the theatre! It is better than the first one. I just would of liked to see her imagination more like the first one.
0.0,"Twice I have fallen asleep in a movie theater. The 1st time was watching E.T. after having 30 White Russians. Maybe that's really ""passing out?"". The 2nd time was watching this awful mess. Don't waste your time, unless you really need a nap."
1.0,"La pelicula esta entretenida, no pude ver la primera p¨¨ro esta me gusto"
1.0,Free your mind of comparing. Just enjoy!
1.0,This movie was amazing and super great I don't know why people are giving it bad ratings
1.0,I personally enjoyed the movie and the moral behind it. Thorin Oakenshield even got to be king for a little while.
1.0,"adorei o filme, SPOILER ALERT : ¨¦ muito bom ver a Alice correr contra o tempo, ser uma das culpadas pela destrui??o dele e ainda salvar ele no final"
1.0,It was amazing I will defiantly recommend it to all of my friends
0.0,Do yourself a favor and skip this one. I want 2 hrs of my life and money back !!!!
1.0,"29% ?! It is a good movie for me, I advice to see it."
0.0,"Scattered, crazy, all over the place. Terrible movie. I was looking forward to seeing this despite all the critics reviews. They were too kind. It was worse than they suggested."
0.0,"Misconceived, frenetic and dreary all at once, with little or no respect for the source material and some more ""Return to Oz"" rip-offs sprinkled throughout. A dismal flop."
1.0,This movie gave great back information of all characters in the book.
0.0,This is the worst movie ever!!!! Never take your child to see this because it sucks. Awful.
1.0,A great sequel that surpassed the original!!!
0.0,Absolute waste of money and time...go see a different movie
1.0,All that is really worth doing is what we do for others
0.0,I hated the actor who played mad hatter he had an annoying lisp and the plot sucked
1.0,Spectacular visual for the eyes & wonderful story. The critics suck
1.0,"Despite the Reviews, this movie was amazing."
1.0,It was a great movie to watch with your family or friends.
1.0,"Enjoyed the movie, effects and characters - wonderful experience"
1.0,Absolutely beautiful movie! No idea why it is getting low ratings!
1.0,I thoroughly enjoyed it!
1.0,"Whimsical, a carnival for your eyes; my mother, my daughter and I really loved this film."
1.0,best movie ever and i drew a picture of the mad hatter
1.0,"I loved this movie a lot! the story was really well done and kept you watching. my favorite characters are the Mad Hatter and Alice. I would reccommed this movie to anyone who liked the first ""Tim Burton"" Alice movie."
1.0,"Loved it, if you loved the first one you will love this too, cast is spectacular as is the effects"
1.0,This was actually awesome. The story was wonderful.
1.0,Alice through the looking glass and is so good and whimsical and magical. Made me feel like a little kid again.
1.0,"Very imaginative, fun story,. amazing graphics and good characters."
1.0,"WONDERFUL, AWESOME, BETTER THAN THE FIRST ONE!!!"
1.0,"Very Awesome movie 100%, its so good they have to make a another sequel!"
1.0,exceptionally creative!
0.0,So boring. My kids kept asking me to leave. Stayed for the whole movie. At least the popcorn was enjoyable
1.0,"No matter what the critics say, this was spectacular movie that showed family and being yourself matters"
1.0,This movie was just entertaining! Perfect
0.0,Compared to the novel this film does not go alongside the guidelines of the original story. I find it humourous that the whole story revolves around a tart. If it had not been for the tart there would have been no story to tell (which in my opinion would have been for the best)
1.0,I liked it! It kept my interest.
1.0,Imax 3d was amazing with this movie. Edith was so beautiful. (Mia)
1.0,All you Bozos who watch movies for a semi-living or more - the story was fun and heartwarming.
1.0,"THIS MOVIE IS A-M-A-Z-I-N-G very funny and just like the original a must watch, with some childish jokes. I would say there was around 10 big moments of laughter when the whole cinema was in laughter and some saddish moments too."
1.0,Pretty amazing movie... The time isn't our enemy... =] !!! #Alice !!! =] !!!
1.0,"Very entertaining, great cast, amazing sets and costumes were fabulous ... Story that moved along"
1.0,"Some people say that the trailer shows how it isn't a movie that you would exactly want to see but when I went to go see it, it was awesome, I loved the movie and I loved how it was all put together. I definitely recommend going and seeing this movie!!!"
1.0,Fantastic. Definitely watch in 3D
1.0,Beautiful rendition of a simple story.
1.0,"This movie had a ridiculous story, nonsensical acting, and an incredibly cheesy ending... I LOVED IT!!!"
1.0,"Loved it, was so good x"
1.0,really dun and good movie also free thanks flikster
0.0,Sadly the film suffers. Poor story and poor acting. The movie is a CGI barf-fest and with lacking characters the movie is a boring dump of a movie. I felt like this would have been a direct to video decision rather than a theatrical one.
1.0,"Fantastic Movie! My daughter said ""It was better than the first Alice and Wonderland."" Definitely recommend seeing this. :)"
1.0,Loved this fantastical masterpiece! The characters were awesome; Alan Rickman's voice was lovely to hear and the creativity never stopped. The preoccupation with time and changing it was thought provoking. The imagery beyond words.....loved the Hatter!!
1.0,Loved it ! And it was visually stunning!
1.0,Loved it! Better than the Tim Burton original. Not as good as the animated classic but good.
1.0,We really liked this movie. Anyone who rated it any lower obviously didn't see it in 3D!!! It was awesome.
1.0,I really enjoyed this film. Critics are way too hard on thisMovie. It even had a great moral of the story.
0.0,"It's a shame with all the money, talent and experience Disney has that they can't just follow the REAL story line of the book. Tom Burton sucks. He makes crap."
1.0,"I really loved this movie. was nice to see the trailer didn't give away the whole plot/movie. it's a great family film, stressing the importance of family and never giving up, learning from mistakes. no clue why people are reviewing it horribly."
1.0,I really loved this film. My favorite movie is Willy Wonka (the original). I just really feel this film was spot on.
1.0,Extremely good recommend you go watch it!!
1.0,I'm gonna play to the minority here: I ABSOLUTELY LOVED THIS MOVIE.
1.0,Movie was great I loved the plot and this was a great sequel to the first movie. I can't wait till it comes out on dvd.
1.0,Love the Movie.... Awesome Family Movie will love
0.0,"really bad script, story is nothing like the original.. they created any old story to center around johnny depp and to make more money."
1.0,Awwwww my son and I thought this movie was sooo cute and fun... I love a good story and even a lesson was taught in the film for adults and children... Great job!!!!
1.0,My children and I thoroughly enjoyed it! Love Tim Burton movies!
1.0,Loved it! Cute message. Lots of action. Adorable characters
0.0,Horrific. Lack of any adherence to classical story. But beyond that lack of mythological aspects that any fairy tale requires. Like watching a bad acid trip. The children of America deserve better. Lewis Carol would turn in his grave.
1.0,Amazing movie. Highly recommend
1.0,SO GOOD! DO NOT LET ROTTEN TOMATOES FULL YOU OR JUDGE IT ON THE ORIGINAL. IT WAS FANTASTIC
1.0,"one of the best films I seen this year, I will always have a special place in my heart for the first film but for this movie it amazed me how much they improved on it."
0.0,"Setting up as a sequel that nobody really asked for that lacks of compelling and imaginative story, the only thing good about Alice Through the Looking Glass are the impressive visuals and costumes"
1.0,"Absolutely loved it, visually beautiful, fantastic story. I love the imagination in both of the Alice films, so creative, a brilliant film."
1.0,Thought is was full of wonder-ful!!
1.0,Great film. I don't usually like Tim burton films but I loved this one.
1.0,"I really loved the movie because I have used to watch Alice in Wonderland when I so little, and have such an imagination that I was Alice, and so I am so inspired by Alice since I was little thing, and still that way till today. Well Done."
1.0,an improvement over first premise as well as visually stunning may not be the best story but delivers as a light sequel.
0.0,They thought they wouldn't make a movie no one asked for six years later. they were wrong.
0.0,"Truly awful travesty which has nothing to do with the book, and no intrinsic value as a story or film in its own right. Avoid at all cost."
1.0,lve it was very good:-):-)
1.0,"Tim Burton has done it again, cinematic beauty. Stunning visuals and a wonderful and exciting story. If you loved the first film you will love this one. All cast members coming back to reprise their roles. Also, one of (if not the final film) for Alan Rickman. Must see it again."
1.0,I don?t know why so many people dislike this movie. I thought it even better than the first one. The movie has a good moral and is really fun to watch. I liked that the characters got background stories to explain their behavior.
0.0,Better than first one but still crap
1.0,Alice through the Looking Glass is the most creative and imaginative film. Subtle irony and philosophical suggestions underlay this exciting fun filled movie. I have never been a fan of the Disneys Alice but this movie is the cake!
1.0,"In not sure what movie all the complainers saw, but this movie was Fantastic! I'm seeing it again."
1.0,"Fun, interesting time travel through what looked like brain neurons, a lot of subtle imagery in the film, good for the young mind, and fun for the mature mind. Levels of meaning within the story, what Lewis Carroll captured with words this film captures with images."
1.0,"Just saw this yesterday. Mesmerizing. Some movies shoot out of the blocks. This one will likely gain momentum as people tell their friends how great it was. Critics are out to lunch about the entertainment level of this expertly shot movie. It's a beautiful, cinematic masterpiece!"
0.0,"Horrible. Horrible dialogue, horrible acting. The story jumps all over the place."
1.0,A Disney sleeper. Starts out slowly then picks up steam. Worth seeing...
0.0,Dull beyond belief. The screenwriter should be shot for filling the plot with SJW drivel. How wonderful the classic story but sad to be reduced to silly nonsense.
1.0,Loved it. Great imagery merged with fantastic themes including empowering women. Looking forward to seeing it again
0.0,"I agree with critics' comments, fab visuals and costumes, rubbish acting and script."
1.0,"This was a visual magic-land that captured the importance of dreams, reality and mindfulness."
1.0,I completely enjoyed it.
1.0,I like it because is daft.Ben
1.0,Way better than the first one!! That's all I have to say!
0.0,Special effects do not make up for a well done movie with characters that are fleshed out and developed. what a complete bore.
1.0,I loved this movie! I saw it in 3D and it was amazing. Johnny Depp is outstanding as the mad hatter! I laughed and cried! I had so many emotions during this film
1.0,"Johnny Depp is great, as usual."
1.0,"it doesn't worth 5 star, but I'll still rate it 5 because of these critics assholes"
