label,name,review,id
0.0,frozen_2013,"I took my farther to see this film just after he had surgery to be able to hear, thanks to this film he's had to undergo it again, and his survival chances are slim as this film also gave him cancer",14609
0.0,1004151-christmas_story,"Movie 23 is one I Wish I hadn't watched or rented. Basically an adult remembering his childhood and his mission to get a red rider BB gun. You will fall a sleep on this one, you must have better things to do like dropping a box of nails and picking them up. 1/2 star",14689
0.0,antz,A Bug's Life will always be a thousand times better.,14769
0.0,antz,"Standard ""feel good"" fare. 2/10.",14792
0.0,karate_kid,"If you can handle constant whining and outright stupidity, then you'll probably be able to watch this movie without cringing. I, on the other hand, can understand why Daniel kept getting beat up. ;)",14914
0.0,johnny_guitar,"Achei sem p?? nem cabe?¡ìa, idiota. Talvez seja porque eu n??o gosto de westerns e n??o acho gra?¡ìa em tiroteios ?? toa.Joan Crawford tenta dar uma de Dietrich, fazendo o papel da mulher masculinizada , independente e que tem um monte de homens que a adoram.",14934
0.0,1158179-devil_and_daniel_johnston,This is what happens when pop stars try their hand at acting.,14991
0.0,1158179-devil_and_daniel_johnston,I have actually seen part of this movie. We had to watch it in music class.,14993
0.0,funny_girl,un-funny girl. Babs really burns me up.,15183
0.0,crazy_heart,it's a nice movie ?? (C)(?????? (R)?? (R)????????)????,15196
0.0,sound_of_music,"OH NO.... can we just shuffle it into ""archive""Yes... Innocence in a (dare I say - cringe) timeless classic.",15224
0.0,chicago,Nunca he logrado entender los musicales.,15267
0.0,waste-land,great... another movie bashing Brazil. Why can't they ever show the good side of such a beautiful thriving country?,15293
0.0,20_feet_from_stardom,"Nearly everyone I know should run, not walk to see this amazing film which ""ROCKS""",15356
0.0,metallica_some_kind_of_monster,made me see the pussy's that metallica are,15502
0.0,who_killed_the_electric_car,"A unique and intriguing subject. The movie doesn't do it justice, skipping some important areas and getting bogged down in others. What we end up with is a bizarre and uneven documentary.",15792
0.0,gentlemen_prefer_blondes,A great film from Hollywoods finest perood. Monroe absolutely stunning. Humorous fin film.,15879
0.0,conversation,Awesome story destroyed by very slow pacing,16040
0.0,night_of_the_hunter,"Para aquellos que tuvieron la suerte de no verla, no se hagan ilusiones con este film de segunda mano.",16071
0.0,1046129-fugitive,Solid Thriller chase movie.,16106
0.0,1046129-fugitive,Better than the second one.,16110
0.0,the_cabinet_of_dr_caligari,Boy if you don't get...,16365
0.0,the_cabinet_of_dr_caligari,"It may be one of the first horror films - predating even Nosferatu, but it hasn't aged well and like an old rubber band, all the suspense is gone.",16369
0.0,ex_machina,"This movie is that rare example of one that looks like great critic fodder but which, on closer examination, falls apart under the weight of its own tediousness. One that people will look back on and realize wasn't that great after all.",16500
0.0,hugo,"xall I a a junior xxx r tree c zzz BEHR RD az,,g",16533
0.0,bourne_ultimatum,"Meh, the supremacy was better, but still definitely not one of Daemons best movies.",16590
0.0,arrival_2016,"Que porra de filme maluco, prefiro ver o filme do Pele!",16801
0.0,the_cabin_in_the_woods,"Not really my thing, but good if you're into strange horror. It has a powerful meaning.",17087
0.0,citizen_kane,Suppos?? (C)ment LE meilleur film am?? (C)ricain de tout les temps ...PUTAIN QUE C'EST LONG & NUL !!!!,17150
0.0,spotlight_2015,Good story and acting. Intrusive music and some of dialogue hard to follow.,17279
0.0,the_dark_knight_rises,"Congrats Nolan, you've reached your rightful place at rock bottom.",17380
0.0,blue_velvet,Wow... David Lynch... wow... (get some help.),17556
0.0,knocked_up,it was funny...and a great ending...however a lot of scenes I could have done without...,17595
0.0,manhattan,I have a feeling that people who feel overly important will enjoy this.,17708
0.0,american_in_paris,One scene draged to the next.,17843
0.0,american_in_paris,"Yaaaaaawn... platt. kjedelige sanger som ikke dro handlingen videre. For danseentusiaster er dette sikkert en flott film, og for folk som liker platte kj??rlighetshistorier likes??.",17848
0.0,west_side_story,more fun to make fun of than to watch.,17888
0.0,before_midnight_2013,if you enjoy watching others whine and complain this movie is perfect... lol.,18019
0.0,mrs_brown,zzzz.. ah good its finished,18124
0.0,titanic,"Makes me cry. There, I said it",18231
0.0,the_african_queen_1951,Oh Jesus this movie was boring. You would think that a film with Humphrey Bogart and Katherine fucking Hepburn would be amazing and groundbreaking (and peoeple think it is) but it's so long and boring and boring. Don't watch it.,18270
0.0,lost_in_translation,"I don't see it the message that is. I always find it hard to really be moved or touched by western Drama, Their sadness, the grief process & how they handle themselves at hard times is something I'll never relate to at all !!",18307
0.0,the_big_sick,"Not every movie that has excellent ratings is ""excellent""Actors did a nice job but the story is not that great.",18352
0.0,1083436-1083436-out_of_sight,best thing about this...yep..george clooney...that's where the 1* comes from,18555
0.0,gentlemen_prefer_blondes,When I hear people say Holly Golightly I say Audrey Hepburn When I hear people say Atticus Finch I say Gregory Peck When I hear people say Batman I say Christian BaleWhen I hear people say slut I say Marilyn Monroe,18590
0.0,four_weddings_and_a_funeral,Depressing Love Actually. Actually makes ????love???? depressing.,18601
0.0,four_weddings_and_a_funeral,Finally watched this after 16 years and felt a warm glow inside of me as i realised I was right for avoiding it.A shockinigly appreciated film that spawned a whole genre. Complete toss,18617
0.0,wings_of_desire,in absolutely every aspect: the opposite of a good film.,18736
0.0,slumdog_millionaire,This movie is far from what truly happens in poverty stricken country and is hardly realistic. More like a fairy tale.,18830
0.0,1075422-hamlet,ugg the camera angles....,18848
0.0,southside_with_you,Barf. Nothing to see here folks - keep moving.,18918
0.0,about_a_boy,Hey. Mr. Grant. Stop playing in these halfass hum-drum romantic films. You can never call it a comedy since you're never that funny.,18995
0.0,moonstruck,"... I think everyone reading this, knows exactly what I am going to say about the cast..well, one person in particular.",19073
0.0,city_lights,"beautiful, entertaining, superb and heartwarming ending.",19137
0.0,terminator_2_judgment_day,it alright it a bit better than the terminator 3,19365
0.0,ex_machina,"This movie is that rare example of one that looks like great critic fodder but which, on closer examination, falls apart under the weight of its own tediousness. One that people will look back on and realize wasn't that great after all.",19429
0.0,captain_america_civil_war,Cool action scenes....But i hoped to see a better main villian...,19446
0.0,1003033-brazil,"Compr?? (C) esta pel????cula pensando que me encontrar????a con una hombre maestra, pero no fue as????.A????n no me explico que es lo que le ven de bueno.Es melodram????tica, lenta y sin argumento.Una de las peores pel????culas que he visto.",19647
0.0,antz,Those little creepers.,19889
0.0,1000085-2001_a_space_odyssey,"A visually dazzling, feature-length special FX demo reel.",19922
0.0,10_cloverfield_lane,who allowed this to happen,20179
0.0,snowpiercer,totally dump ending....,20327
0.0,pans_labyrinth,I really want to see this for visual effects.,20600
0.0,pinocchio_1940,I preferred the live-action adaptations of this movie when I was a kid.,20782
0.0,dawn_of_the_planet_of_the_apes,There were interesting visuals in this movie....,20805
0.0,star_wars_episode_vii_the_force_awakens,Why bother remaking A New Hope and undoing the great ending of Return of the Jedi? Is that really the best they can do?,21198
0.0,star_wars_episode_vii_the_force_awakens,"Where's Thrawn, Kotor, or an origial story that's actually good?",21202
0.0,et_the_extraterrestrial,i loved this movie i saw this when i was a kid a drow barrymore was cute then and shes goted hotter as she got older,21334
0.0,good_hair,"OMG if u like documentaries on hair and relaxers, this is the movie for u! for me..it should have came with a warning saying ""DOCUMENTARY 2 HAIR!!!""",21528
0.0,inconvenient_truth,10 years later and virtually nothing comes true. Now he has a sequel to shove the huge pill down your throat again.,21558
0.0,inconvenient_truth,I'm totally serial. Manbearpig is REAL,21658
0.0,inconvenient_truth,You can pick up your Nobel Prize on the way out the door...,21673
0.0,eraserhead,I just need to stop watching David Lynch movies.,21717
0.0,super_size_me,EEWWWW!!!!! I never want to eat fast food again!!!!!,21795
0.0,food_inc,"Overall, the film is very narrow-minded about the purpose behind the way we work with food and why we work in such manner. Not recommended.",21865
0.0,20000_days_on_earth,"Dire che non mi ?¡§ piaciuto per niente ?¡§ davvero poco (se pu?? d?? ""cagata assurda""?). Non pensavo che uno come Nick Cave potesse prestarsi a un'inutile, fumosa mappazza agiografica del genere. ?#?phony?",21876
0.0,groundhog_day,Have seen this so many times...,21886
0.0,1013970-miracle_on_34th_street,"if any movie could give you a cavity, it would be this.",21920
0.0,cave_of_forgotten_dreams,Very repetitious. Pompous. And filmed with a hand held camera,22103
0.0,invincible,more inspirational sports shlock,22157
0.0,beerfest,"How americans see Europe, roll in the clich??s.",22202
0.0,league_of_their_own,Still can't tolerate this movie.,22291
0.0,league_of_their_own,WHO WOULD MAKE THIS MOVIE,22295
0.0,murderball,The futuristic-nightmare-world-gameshow genre peaked with The Runningman.,22302
0.0,senna,riveting..gives you a gLimpse of the man outside the car..abLe to capture the essence of the ayrton's humanity.,22467
0.0,1158528-goal,"As bad as it is, it is actually funny. Random cameos by famous football players hanging in the bar, tying to be cool is hysterical, and Newcastle United as one of the best clubs in the wordl... err maybe. Best performance by Alan Shearer, figure that out.",22566
0.0,tristram_shandy_a_cock_and_bull_story,"eeeeeeeeeeewwwwwwwww almost watched all of it, diddn't make any sense and made fun of Americans.",22647
0.0,1093641-hurricane,Upon further reflection...,22652
0.0,1093641-hurricane,"Une histoire vraie passionnante avec un Denzel Washington parfait, mais Jewison n'est pas a la hauteur.",22653
0.0,replacements,Not about my fav band. Bummer.,22748
0.0,1212694-blind_side,The banal and self-complacent film adaptation of a beautiful real story.,22911
0.0,pokemon_the_movie_3,Hell! YES!- i said at the age of 12.  Never- now,22982
0.0,my_date_with_drew,"Trudde f??rst dette var en god, g??yal film, men viste seg ?? v??re dokumentar... :(",23213
0.0,rugrats_movie,Like a kick right in the small of your back.,23440
0.0,im_still_here_2010,Hip hop hoax or artist reborn? It's hard to care after suffering through I'm Still Here,23597
0.0,15_minutes,horrenda y me encantan los dos,23680
0.0,15_minutes,This movie shows just how far Hollywood's head is buried within its own rectum.,23682
0.0,from_justin_to_kelly,This will forever change the way we see film.,23861
0.0,from_justin_to_kelly,SUCH a good movie!...I'm so kidding...,23882
0.0,from_justin_to_kelly,I wish I never saw this. I am concerned that the images and music is burned into my head.,23935
0.0,from_justin_to_kelly,This reaches a level of such horribleness that I thought could never be achieved.,23940
0.0,from_justin_to_kelly,instant classic. it will be forever known for the horror it brought upon the people who watched it.,23951
0.0,from_justin_to_kelly,"I think this truly is the worst movie ever made. Owen Glieberman summed it up best: ""It's like 'Grease: the Next Generation' acted out by the food court staff at Sea World.""",24029
0.0,from_justin_to_kelly,"You're kidding, right?",24033
0.0,the_return,Beautiful cinematography. The story line is bleh.,24062
0.0,the_return,"A very bleak coming of age tale that is ""all about the art"", though I just don't get the point of it all.",24065
0.0,1127407-missing,...kena tipu d gan jue...,24363
0.0,horse_whisperer,"..: oDio eSTa MoVie, Me La PuSieRoN CoMo 3 VeCeS eN uN ViaJe a SPaiN!! :.",24467
0.0,heavens_gate,absolutely DEPLORABLE!!I'm so glad I watched it.,24511
0.0,the_homesman,"Great Acting, terrible movie. Good for a small film festival type of movie. Highly recommended to wait for netflix on this one.",24668
0.0,1131148-ned_kelly,Orlando Bloom was robbed for best supporting actor.,24694
0.0,1131148-ned_kelly,Australian Films lowest moment! (Not including Mad Max 3),24700
0.0,cowboys_and_aliens,doesn't look any good,24770
0.0,jonah_hex,"Resembles the cutscenes of a lacklustre video-game in terms of plot, pacing, imagery, dialogue and soundtrack.",24817
0.0,jonah_hex,"Visual pleasure where you can just switch off your brain, and empty experience.",24878
0.0,10009274-priest,"Looks cheese, I'll want to Net Flick's it of Red Box it.",25034
0.0,the_good_the_bad_the_weird,"Me quedo con la pel??cula de Clint Eastwood, Lee Van Cleef y Eli Walach, bajo la direcci??n de Sergio Leone... desde 1966 no ha sido superada, Creo que ni con los avances tecnol??gicos lograran una obra de arte, este REMARQUE es un aullido de pel??cula de acci??n... hay mucho estruendo y nada m??s...",25276
0.0,wild_wild_west,Atleast the theme song is catchy...wild wild wessss,25353
0.0,wild_wild_west,"Scifilankkari ja vahan hauskoja vitseja, ei tammoiset jaksa innostaa...",25522
0.0,the_keeping_room,does this movie belong at top of best all time Western's? absolutely NOT.,25708
0.0,a_million_ways_to_die_in_the_west,'A Million Ways To Die in the West' has a million jokes die which you can see coming from a million miles away.,25817
0.0,a_million_ways_to_die_in_the_west,Oh dear Seth. After the brilliant Ted this is woeful. Stick behind the camera.,25904
0.0,a_million_ways_to_die_in_the_west,Had more fun with the person I was with than actually watching the movie.,25908
0.0,searchers,"Great story and Ford is a brilliant director, but again it lacks that certain magic I look for in a film.",26102
0.0,1059489-wild_bunch,"Peckinpahin kankea kuvaus machoista l?¡ènkk?¡èreist?¡è. Turhan paljon viem?¡èrirottamaista naurua, ammuskelua ja t??rtt??ily?¡è. Kannattaa muuten lukaista Peckinpah-artikkeli elitisti.netist?¡è. Amerikkalaisen kunnia-k?¡èsityksen historiallisena kuvauksena elokuva on tietysti ihan kiinnostavakin.",26125
0.0,true-grit-2010,"very disappointed, all of them characters portrayed themselves with a certain mount of respect, cogburns was intermittent. but ultimately a good man , the portrayal of maddie as a weak and indecisive is upsetting despite her strong performance throughout the original.",26390
0.0,1003318-butch_cassidy_and_the_sundance_kid,A classic. But not that impressive.,26404
0.0,three_burials_of_melquiades_estrada,very hard going not best film ever see,26431
1.0,knocked_up,I laughted so much i thought I was on shrooms,26475
1.0,1042582-aladdin,I watched Aladdin when I was a little girl. Ireally liked this movie.,26527
1.0,airplane,"""And don't call me Shirley.""",26641
1.0,born_to_be_wild_2011,Short but very good!!,26714
1.0,only_yesterday_1991,"Currently in the process of watching it, and liking it so far.",26898
1.0,three_colors_blue,"i have watched all the colours of kieslowski's trilogy, but this one just really touched me & will stay with me for a very long time",27063
1.0,pinocchio_1940,"sad when gepetto is hunting pinnochio, monstro is bad news.",27165
1.0,1003707-casablanca,"If I were stranded somewhere and could take just one film with me, it would be this one. Love. It.",27233
1.0,1003707-casablanca,Old School Hollywood,27531
1.0,city_lights,"Ethan gave this ""a 7 out of 5 stars.""",27837
1.0,sandlot,"""Hey you want a smore? Some more what? No, no. Do you want a smore? I haven't had anything yet. So how can I have some more of nothing? You're killing me Smalls!""",27897
1.0,8-12,"Same as inception, pretty special",28037
1.0,wings_of_desire,This movie explains everything except why bad things happen to good people.,28344
1.0,1005973-diva,It built up its reputation in over a year of cinema release before it became a massive hit. That just would not be possible now.,28367
1.0,repo_man,"NO.1 OF ALL TIMEVapourised policemen, flying cars, alien corpses, amphetamine abuse, mohicans and guns what more could anyone ask for in a film.GENIUS 100%",28421
1.0,a_separation_2011,it was unbelievable u already knew!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,28540
1.0,raiders_of_the_lost_ark,Pretty interesting but very disturbing near the end. Pretty creative effects and epic fight scenes.,28654
1.0,the_loved_ones_2012,Utterly disturbing and brutal but not without pitch black humour. This Australian Horror comes out of nowhere and sits nicely at the top of the bunch. Proper Horror.,28679
1.0,goldfinger,This is what I'm talking about,28713
1.0,soul_surfer,It was a good movie!!!!,28777
1.0,wonder_woman_2017,would watch it again. would of thought that the gods fight could of been better but all the hero movies lack the final battle,28812
1.0,being_john_malkovich,"Malkovich. Malkovich Malkovich Malkovich, Malkovich Malkovich Malkovich Malkovich. Malkovich, Malkovich Malkovich Malkovich Malkovich Malkovich Malkovich, Malkovich Malkovich Malkovich!",28861
1.0,groundhog_day,"imagine relive a day over and over ,, but living groundhog day wouldnt be my choice now my birthday that would be better then id never age for the rest of my life ,, I like this movie and it was good",29019
1.0,princess_bride,"Gives me the feels within the first 5 minutes, thefuck?",29115
1.0,whale_rider,Superbe!!! Un jour je visiterai le peuple Maori...,29318
1.0,the_babadook,The Babadook relies on ACTUAL horror and is extremely creepy.,29434
1.0,1010792-its_a_wonderful_life,I feel bad for you if you don't love this movie,29535
1.0,whats_love_got_to_do_with_it,that girl can sing$%%%%,29536
1.0,1001577-badlands,"I mean, come on. It's Terrence Malick.",29627
1.0,the_muppets,The Muppets are back and just as good as they ever were.,29668
1.0,to_catch_a_thief,What took me so long?,29806
1.0,eraserhead,"Masterfull, I felt at home in this world.",29838
1.0,lawrence_of_arabia,""" Ow, you rotten man... here, let me take your rotten bloody picture... for the rotten bloody newspapers. """,29858
1.0,star_trek_11,"Very good, geeky but not too geeky. perfect movie in my opinion",29987
1.0,1213205-prophet,"Like ""Bicho de Sete Cabe?¡ìas"", this movie shows that the prison system is the best way to create criminals or to make them much worse then they could even imagine. As simple as that.",30004
1.0,the_big_sick,"Sweet and funny. It seemed a bit slow on the laughs at the start, but in the end we really enjoyed it.",30154
1.0,the_witch_2016,"If you are a fan of the found-footage, hack 'n' slash, and jump-scare sub-genres this movies is not for you.",30244
1.0,pokemon_the_movie_3,ive seen this movie and its ok,30262
1.0,shanghai_noon,Jackie Chan will always get a high rating.,30281
1.0,santa_sangre,A slasher film as only Jodorowsky could make it. Has he ever done a bad movie?,30293
1.0,1010679-invasion_of_the_body_snatchers,Better than the original - me thinks so!,30384
1.0,zootopia,"Found it on Netflix, surprisingly.",30438
